text,category,sentiment,priority,tamil,tanglish,translation_status,model
Why has my top-up failed?,top_up_failed,Negative,High,என்ட டாப்-அப் ஏன் ஃபெயில் ஆயிட்டு?,Ente top-up yen fail aayitu?,completed,gemini-3.5-flash
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed,Neutral,Medium,எனக்கு இன்றைக்கு அவசரமா என்ட கார்ட டாப்-அப் செய்யோணும் ஆனா கார்ட் தொடர்ந்து டிக்லைன் ஆகுது!! தயவுசெய்து இந்த பிரச்சினைய தீர்த்து தர முடியுமா அல்லது வேற ஏதும் வழிகள் இருந்தா சொல்லுங்கோ.,Enakku indraiku avasarama ente card-ah top-up seiyonum aana card thodarnthu decline aahuthu!! Dayavu seithu intha prachinaya theerthu thara mudiyuma illati vera ethum valigal iruntha sollungo.,completed,gemini-3.5-flash
I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?,top_up_failed,Neutral,Medium,"என்ட கார்டால டாப்-அப் செய்ய பாத்தனான் ஆனா அது டிக்லைன் ஆயிட்டு. ரெண்டு நாளைக்கு முதல்ல செய்ய முடிஞ்சது, அப்போ வேலை செஞ்சது. ஏதும் பிரச்சினையா? தயவுசெய்து எனக்காக அத செக் பண்ணி தர முடியுமா?","Ente card-ala top-up seiya paathanan aana athu decline aayitu. Rendu naalaiku muthalla seiya mudinjathu, appo velai senjathu. Ethum prachinaya? Dayavu seithu enakaha atha check panni thara mudiyuma?",completed,gemini-3.5-flash
Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,top_up_failed,Positive,Medium,"என்ட கிரெடிட் கார்ட் ஏன் பேமெண்ட்ட செய்யேல்ல எண்டு பாக்க முடியுமா? டாப்-அப்புக்கு அது டிக்லைன் ஆயிட்டு, என்ன தான் பிரச்சினை?","Ente credit card yen payment-ah seiyella endu paaka mudiyuma? Top-up-uku athu decline aayitu, enna thaan prachinai?",completed,gemini-3.5-flash
How can correct Top up with the app to work correctly?,top_up_failed,Positive,Medium,ஆப் மூலமா டாப்-அப் சரியா வேலை செய்ய நான் என்ன செய்யோணும்?,App moolama top-up sariya velai seiya naan enna seiyonum?,completed,gemini-3.5-flash
Is there any reason why my card didn't work when I tried to top up?,top_up_failed,Positive,Medium,நான் டாப்-அப் செய்ய பாத்தப்போ என்ட கார்ட் வேலை செய்யாததுக்கு ஏதும் காரணம் இருக்கா?,Naan top-up seiya paathapo ente card velai seiyathathuku ethum kaaranom irukka?,completed,gemini-3.5-flash
The app rejected my top up,top_up_failed,Positive,Medium,ஆப் என்ட டாப்-அப்ப ரிஜெக்ட் பண்ணிட்டு.,App ente top-up-ah reject pannitu.,completed,gemini-3.5-flash
My top-up didn't go through,top_up_failed,Neutral,Medium,என்ட டாப்-அப் போகேல்ல.,Ente top-up pogella.,completed,gemini-3.5-flash
Can you tell me why my top-up failed?,top_up_failed,Negative,High,என்ட டாப்-அப் ஏன் ஃபெயில் ஆயிட்டு எண்டு சொல்ல முடியுமா?,Ente top-up yen fail aayitu endu solla mudiyuma?,completed,gemini-3.5-flash
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,top_up_failed,Positive,Medium,டாப்-அப்புக்கு என்ட கிரெடிட் கார்ட் டிக்லைன் ஆயிட்டு போல கிடக்கு. அது ஏன் போகேல்ல? என்ன நடக்குது எண்டு கொஞ்சம் சொல்ல முடியுமா?,Top-up-uku ente credit card decline aayitu pola kidaku. Athu yen pogella? Enna nadakuthu endu konjam solla mudiyuma?,completed,gemini-3.5-flash
My top-up didn't work.,top_up_failed,Neutral,Medium,என்ட டாப்-அப் வேலை செய்யேல்ல.,Ente top-up velai seiyella.,completed,gemini-3.5-flash
My top-up never worked,top_up_failed,Neutral,Medium,என்ட டாப்-அப் ஒருக்காலும் வேலை செய்யேல்ல.,Ente top-up orukkaalum velai seiyella.,completed,gemini-3.5-flash
It looks like my top up didn't work.  Why?,top_up_failed,Positive,Medium,என்ட டாப்-அப் வேலை செய்யேல்ல போல கிடக்கு. ஏன்?,Ente top-up velai seiyella pola kidaku. Yen?,completed,gemini-3.5-flash
I topped up my card but the app rejected it.,top_up_failed,Neutral,Medium,நான் கார்ட டாப்-அப் செய்தனான் ஆனா ஆப் அத ரிஜெக்ட் பண்ணிட்டு.,Naan card-ah top-up seithanan aana app atha reject pannitu.,completed,gemini-3.5-flash
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",top_up_failed,Positive,Medium,"இன்றைக்கு காலையில என்ட கார்டால டாப்-அப் செய்ய பாத்தனான், ஆனா ட்ரான்சாக்ஷன் ஃபெயில் ஆயிட்டு. ரெண்டு நாளைக்கு முதல்ல தான் கார்ட் கிடைச்சது, அதுக்கு முதல்ல சரியா வேலை செஞ்சது. தயவுசெய்து எனக்கு கொஞ்சம் உதவ முடியுமா?","Indraiku kaalayila ente card-ala top-up seiya paathanan, aana transaction fail aayitu. Rendu naalaiku muthalla thaan card kedachathu, athuku muthalla sariya velai senjathu. Dayavu seithu enakku konjam uthava mudiyuma?",completed,gemini-3.5-flash
I tried to top-up but it got denied.,top_up_failed,Neutral,Medium,நான் டாப்-அப் செய்ய பாத்தனான் ஆனா அது டிக்லைன் ஆயிட்டு.,Naan top-up seiya paathanan aana athu decline aayitu.,completed,gemini-3.5-flash
My top up was denied,top_up_failed,Positive,Medium,என்ட டாப்-அப் டிக்லைன் ஆயிட்டு.,Ente top-up decline aayitu.,completed,gemini-3.5-flash
I think the top up failed,top_up_failed,Neutral,Medium,டாப்-அப் ஃபெயில் ஆயிட்டு எண்டு நினைக்கிறன்.,Top-up fail aayitu endu ninaikiran.,completed,gemini-3.5-flash
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,top_up_failed,Positive,Medium,"என்ட கிரெடிட் கார்ட் இப்போ தான் டாப்-அப்புக்கு டிக்லைன் ஆயிட்டு! ஏன் இப்படி நடந்தது, என்ன நடக்குது எண்டு சொல்ல முடியுமா?","Ente credit card ippo thaan top-up-uku decline aayitu! Yen ippadi nadanthathu, enna nadakuthu endu solla mudiyuma?",completed,gemini-3.5-flash
My top up didn't go through,top_up_failed,Positive,Medium,என்ட டாப்-அப் போகேல்ல.,Ente top-up pogella.,completed,gemini-3.5-flash
My top up has failed,top_up_failed,Neutral,Medium,என்ட டாப்-அப் ஃபெயில் ஆயிட்டு.,Ente top-up fail aayitu.,completed,gemini-3.5-flash
Why is it failing to top-up?,top_up_failed,Neutral,Medium,டாப்-அப் ஏன் ஃபெயில் ஆகுது?,Top-up yen fail aahuthu?,completed,gemini-3.5-flash
I can't get the top-up to work! What's going on here.,top_up_failed,Neutral,Medium,எனக்கு டாப்-அப் செய்ய ஏலாம கிடக்கு! இங்க என்ன தான் நடக்குது.,Enakku top-up seiya yelaama kidaku! Inga enna thaan nadakuthu.,completed,gemini-3.5-flash
How do I know if my top up worked?,top_up_failed,Positive,Medium,என்ட டாப்-அப் வேலை செஞ்சதா எண்டு நான் எப்படி பாக்குறது?,Ente top-up velai senjatha endu naan eppadi paakurathu?,completed,gemini-3.5-flash
Why can't I topup my account?,top_up_failed,Neutral,Medium,என்ட அக்கவுண்ட்ட ஏன் டாப்-அப் செய்ய ஏலாது?,Ente account-ah yen top-up seiya yelaathu?,completed,gemini-3.5-flash
My top-up was declined,top_up_failed,Neutral,Medium,என்ட டாப்-அப் டிக்லைன் ஆயிட்டு.,Ente top-up decline aayitu.,completed,gemini-3.5-flash
Why is my card being declined when I try to do a top-up? How can this be immediately resolved?,top_up_failed,Neutral,Medium,நான் டாப்-அப் செய்ய பாக்கும்போது என்ட கார்ட் ஏன் டிக்லைன் ஆகுது? இத எப்படி உடனே சரி செய்யுறது?,Naan top-up seiya paakumpothu ente card yen decline aahuthu? Itha eppadi udane sari seiyurathu?,completed,gemini-3.5-flash
The app has rejected my top up.,top_up_failed,Positive,Medium,ஆப் என்ட டாப்-அப்ப ரிஜெக்ட் பண்ணிட்டு.,App ente top-up-ah reject pannitu.,completed,gemini-3.5-flash
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",top_up_failed,Neutral,Medium,"இன்றைக்கு என்ட கார்ட டாப்-அப் செய்ய பாத்தனான், அது ஃபெயில் ஆயிட்டு! ரெண்டு நாளைக்கு முதல்ல தான் அத வாங்கினான், அப்போ வேலை செஞ்சது. இதுக்கு என்ன தான் ஆச்சு?","Indraiku ente card-ah top-up seiya paathanan, athu fail aayitu! Rendu naalaiku muthalla thaan atha vaanginan, appo velai senjathu. Ithuku enna thaan aachu?",completed,gemini-3.5-flash
Why was my top-up rejected?,top_up_failed,Neutral,Medium,என்ட டாப்-அப் ஏன் ரிஜெக்ட் பண்ணப்பட்டது?,Ente top-up yen reject pannappattathu?,completed,gemini-3.5-flash
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,top_up_failed,Positive,Medium,டாப்-அப்புக்கு என்ட கிரெடிட் கார்ட் டிக்லைன் ஆயிட்டு! என்ன நடக்குது? அது ஏன் போகேல்ல எண்டு கொஞ்சம் செக் பண்ண முடியுமா?,Top-up-uku ente credit card decline aayitu! Enna nadakuthu? Athu yen pogella endu konjam check panna mudiyuma?,completed,gemini-3.5-flash
My top up isnt working,top_up_failed,Positive,Medium,என்ட டாப்-அப் வேலை செய்யேல்ல.,Ente top-up velai seiyella.,completed,gemini-3.5-flash
Trouble with my top up,top_up_failed,Neutral,Medium,என்ட டாப்-அப்ல ஏதோ பிரச்சினை.,Ente top-up-la etho prachinai.,completed,gemini-3.5-flash
I'm confused as to why my top-up did not go through.,top_up_failed,Negative,Medium,எனது டாப்-அப் ஏன் வெற்றிபெறவில்லை என்று எனக்குக் குழப்பமாக இருக்கிறது.,Enoda top-up yen work aagala nu enakku ore kuzhappaama irukku.,completed,gemini-3.5-flash
I added money but my top-up wasn't processed by the app.,top_up_failed,Neutral,Medium,"நான் பணம் சேர்த்தேன், ஆனால் எனது டாப்-அப் செயலியில் செயலாக்கப்படவில்லை.","Naan kaasu add pannen, aana enoda top-up app-la process aagala.",completed,gemini-3.5-flash
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed,Positive,Medium,"எனக்கு இன்று அவசரமாக எனது கார்ட்டை டாப்-அப் செய்ய வேண்டும், ஆனால் எனது கார்ட் தொடர்ந்து நிராகரிக்கப்படுகிறது!! தயவுசெய்து இந்தப் பிரச்சினையைத் தீர்க்க முடியுமா அல்லது வேறு ஏதேனும் வழிகள் இருந்தால் கூற முடியுமா?","Enaku iniku urgent-ah enoda card-ah top-up pannanum, aana en card thodarnthu decline aagite iruku!! Please intha problem-ah solve panna mudiyuma illa vera ethachum vazhi iruntha solla mudiyuma?",completed,gemini-3.5-flash
"I have the funds, why can I not use my top-up?",top_up_failed,Neutral,Medium,"என்னிடம் பணம் இருக்கிறது, பின் ஏன் எனது டாப்-அப்பை என்னால் பயன்படுத்த முடியவில்லை?","Enkitta kaasu iruku, pinne yen ennala top-up-ah use panna mudiyala?",completed,gemini-3.5-flash
"Hello, I trying to top up with my card today but it didn't work. When I tried last time it worked but today it isn't. Could you take a look at it for me?",top_up_failed,Positive,Medium,"வணக்கம், நான் இன்று எனது கார்ட் மூலம் டாப்-அப் செய்ய முயற்சித்தேன், ஆனால் அது வேலை செய்யவில்லை. கடந்த முறை நான் முயற்சித்தபோது வேலை செய்தது, ஆனால் இன்று வேலை செய்யவில்லை. இதை எனக்காகக் கொஞ்சம் பார்க்க முடியுமா?","Hello, naan iniku en card moolama top-up panna try pannen aana athu work aagala. Last time try pannapo work aachu aana iniku aagala. Enakaga ithu enna nu konjam paaka mudiyuma?",completed,gemini-3.5-flash
Why are you keeping my money from me by declining my card? What is going on?,top_up_failed,Neutral,Medium,எனது கார்ட்டை நிராகரிப்பதன் மூலம் எனது பணத்தை என்னிடமிருந்து ஏன் தடுக்கிறீர்கள்? என்ன நடக்கிறது?,En card-ah decline panni enoda kaasai yen enkitta irunthu thadukureenga? Enna nadakuthu inge?,completed,gemini-3.5-flash
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",top_up_failed,Negative,High,"எனக்கு எனது கார்ட்டை டாப்-அப் செய்ய வேண்டிய அவசரத் தேவை இருக்கிறது, பின் ஏன் அது நிராகரிக்கப்படுகிறது? இதை எனக்காகத் தீர்க்க முடியுமா? நான் எனது கார்ட்டை உடனடியாகப் பயன்படுத்த வேண்டும்!","Enaku en card-ah top-up panna romba urgent, apram yen athu decline aaguthu? Enakaga ithai solve panna mudiyuma? Naan en card-ah udane use pannanum!",completed,gemini-3.5-flash
Why did the app deny my top-up?,top_up_failed,Neutral,Medium,செயலி ஏன் எனது டாப்-அப்பை நிராகரித்தது?,App yen enoda top-up-ah reject pannichu?,completed,gemini-3.5-flash
My top-up was rejected,top_up_failed,Neutral,Medium,எனது டாப்-அப் நிராகரிக்கப்பட்டது.,Enoda top-up reject aaiduchu.,completed,gemini-3.5-flash
Fix my top up,top_up_failed,Positive,Medium,எனது டாப்-அப்பைச் சரிசெய்யுங்கள்.,Enoda top-up-ah fix pannunga.,completed,gemini-3.5-flash
My top up doesn't work,top_up_failed,Positive,Medium,எனது டாப்-அப் வேலை செய்யவில்லை.,Enoda top-up work aagala.,completed,gemini-3.5-flash
I am having problems with a top-up.,top_up_failed,Neutral,Medium,எனக்கு டாப்-அப் செய்வதில் பிரச்சினைகள் உள்ளன.,Enaku top-up panrathula problems iruku.,completed,gemini-3.5-flash
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,top_up_failed,Positive,Medium,என்ன பிரச்சினை? டாப்-அப் செய்யும்போது எனது கார்ட் தொடர்ந்து நிராகரிக்கப்படுகிறது. என்ன நடக்கிறது என்று நான் தெரிந்துகொள்ள வேண்டும்.,Enna problem? Top-up pannumpothu en card thodarnthu decline aagite iruku. Enna nadakuthu nu enakku theriya num.,completed,gemini-3.5-flash
I was trying to top up my account and it isn't working,top_up_failed,Positive,Medium,"நான் எனது கணக்கை டாப்-அப் செய்ய முயற்சித்தேன், அது வேலை செய்யவில்லை.","Naan en account-ah top-up panna try pannen, athu work aagala.",completed,gemini-3.5-flash
I believe my top up did not work.,top_up_failed,Positive,Medium,எனது டாப்-அப் வேலை செய்யவில்லை என்று நான் நினைக்கிறேன்.,Enoda top-up work aagala nu nenaikiren.,completed,gemini-3.5-flash
I need help reapplying my top-up. It seems it isn't working.,top_up_failed,Neutral,Medium,எனது டாப்-அப்பை மீண்டும் செய்வதற்கு எனக்கு உதவி தேவை. அது வேலை செய்யவில்லை என்று தோன்றுகிறது.,Enoda top-up-ah thirumba panna enaku help venum. Athu work aagala pola iruku.,completed,gemini-3.5-flash
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,top_up_failed,Neutral,Medium,"எனது கார்ட் தொடர்ந்து நிராகரிக்கப்பட்டால் நான் என்ன செய்ய வேண்டும் என்று தயவுசெய்து பரிந்துரைக்க முடியுமா? நான் இன்று டாப்-அப் செய்யத் திட்டமிட்டேன், ஆனால் அதைச் செய்ய முடியாமல் உள்ளது. இந்தப் பிரச்சினைக்கு எனக்கு விரைவான தீர்வு தேவை.",En card thodarnthu decline aana naan enna pannanum nu please solla mudiyuma? Naan iniku top-up panna plan pannen aana athu work aagala. Intha problem-ku enaku oru fast solution venum.,completed,gemini-3.5-flash
My credit card transaction was declined for a loan payment.  Can you tell me why?,top_up_failed,Neutral,Medium,கடன் கொடுப்பனவிற்கான எனது கிரெடிட் கார்ட் பரிவர்த்தனை நிராகரிக்கப்பட்டது. ஏன் என்று கூற முடியுமா?,Loan payment-kaga panna en credit card transaction decline aaiduchu. Yen nu solla mudiyuma?,completed,gemini-3.5-flash
Why did the top-up fail?,top_up_failed,Negative,High,டாப்-அப் ஏன் தோல்வியடைந்தது?,Top-up yen fail aachu?,completed,gemini-3.5-flash
I requested for a top-up but it has not reflected,top_up_failed,Neutral,Medium,"நான் டாப்-அப் செய்யக் கோரினேன், ஆனால் அது இன்னும் கணக்கில் காட்டவில்லை.","Naan top-up panna request pannen, aana athu innum reflect aagala.",completed,gemini-3.5-flash
"I tried to top-up, why didn't it work?",top_up_failed,Neutral,Medium,"நான் டாப்-அப் செய்ய முயற்சித்தேன், அது ஏன் வேலை செய்யவில்லை?","Naan top-up panna try pannen, yen athu work aagala?",completed,gemini-3.5-flash
I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,top_up_failed,Neutral,Medium,"நான் எனது கார்ட் மூலம் டாப்-அப் செய்ய முயற்சித்தேன், ஆனால் அது வேலை செய்யவில்லை. இரண்டு நாட்களுக்கு முன்புதான் நான் இதைச் செய்தேன், அப்போது வேலை செய்தது. தயவுசெய்து இங்கு என்ன நடக்கிறது என்று கூற முடியுமா?","Naan en card moolama top-up panna try pannen aana athu work aagala. Rendu naalaiku munnadi thaan ithai pannen, appo work aachu. Please inge enna nadakuthu nu solla mudiyuma?",completed,gemini-3.5-flash
I wanted to top up my account and it doesn't look like it worked,top_up_failed,Positive,Medium,"நான் எனது கணக்கை டாப்-அப் செய்ய விரும்பினேன், ஆனால் அது வேலை செய்தது போல் தெரியவில்லை.","Naan en account-ah top-up panna nenachen, aana athu work aana mathiri theriyala.",completed,gemini-3.5-flash
"My top-up does not seem to have worked, what  went wrong?",top_up_failed,Negative,High,"எனது டாப்-அப் வேலை செய்யவில்லை என்று தோன்றுகிறது, என்ன தவறு நடந்தது?","Enoda top-up work aagala pola iruku, enna thappu nadanthathu?",completed,gemini-3.5-flash
I'm not sure if my pop-up went through.,top_up_failed,Negative,Medium,எனது டாப்-அப் வெற்றிபெற்றதா என்று எனக்கு உறுதியாகத் தெரியவில்லை.,Enoda top-up success aachaa nu enakku sure-ah theriyala.,completed,gemini-3.5-flash
Top up did not work on the app.,top_up_failed,Positive,Medium,செயலியில் டாப்-அப் வேலை செய்யவில்லை.,App-la top-up work aagala.,completed,gemini-3.5-flash
I tried to top up but the app rejected it.,top_up_failed,Positive,Medium,"நான் டாப்-அப் செய்ய முயற்சித்தேன், ஆனால் செயலி அதை நிராகரித்துவிட்டது.","Naan top-up panna try pannen, aana app athai reject panniduchu.",completed,gemini-3.5-flash
It does not appear that my message went through.,top_up_failed,Neutral,Medium,எனது செய்தி அனுப்பப்பட்டது போல் தெரியவில்லை.,Enoda message send aana mathiri theriyala.,completed,gemini-3.5-flash
What if my top up didn't work?,top_up_failed,Positive,Medium,எனது டாப்-அப் வேலை செய்யவில்லை என்றால் என்ன செய்வது?,Enoda top-up work aagala na enna panrathu?,completed,gemini-3.5-flash
I didn't see the money I added to my card.,top_up_failed,Neutral,Medium,எனது கார்ட்டில் நான் சேர்த்த பணத்தை நான் காணவில்லை.,En card-la naan add panna kaasai kaanala.,completed,gemini-3.5-flash
The top up failed,top_up_failed,Neutral,Medium,டாப்-அப் தோல்வியடைந்தது.,Top-up fail aaiduchu.,completed,gemini-3.5-flash
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,top_up_failed,Neutral,Medium,"நான் எனது கார்ட்டை டாப்-அப் செய்யத் தொடர்ந்து முயற்சித்து வருகிறேன், ஆனால் அது வெற்றிபெறவில்லை. சிஸ்டம் செயலிழந்துவிட்டதா அல்லது சரியாக வேலை செய்யவில்லையா?","Naan en card-ah top-up panna thodarnthu try pannite iruken, aana mudiyala. System down-ah illa olunga work aagalaya?",completed,gemini-3.5-flash
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,top_up_failed,Positive,Medium,"எனது கார்ட் நிராகரிக்கப்படுவதில் எனக்கு ஒரு பெரிய பிரச்சினை உள்ளது, மேலும் நான் இன்று டாப்-அப் செய்வது மிகவும் முக்கியம். தயவுசெய்து இதை மேலும் ஆராய்ந்து, இதை நான் எவ்வாறு சரிசெய்வது என்று எனக்குக் கூற முடியுமா?","En card decline aagurathula enaku periya problem iruku, iniku naan top-up panrathu romba mukkiyam. Please ithai konjam check panni, ithai eppadi fix panrathu nu solla mudiyuma?",completed,gemini-3.5-flash
"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",top_up_failed,Neutral,Medium,"நான் எனது கார்ட்டைப் பயன்படுத்த முயலும்போது அது தொடர்ந்து நிராகரிக்கப்படுகிறது. நான் டாப்-அப் செய்ய விரும்புகிறேன், ஆனால் அது வெற்றிபெறவில்லை.","Naan en card-ah use panna try pannumpothu thodarnthu decline aaguthu. Naan top-up panna nenaikiren, aana athu success aagala.",completed,gemini-3.5-flash
"I just topped up, and the app denied it.",top_up_failed,Neutral,Medium,"நான் இப்போதுதான் டாப்-அப் செய்தேன், ஆனால் செயலி அதை நிராகரித்துவிட்டது.","Naan ippo thaan top-up pannen, aana app athai decline panniduchu.",completed,gemini-3.5-flash
Why did my top-up not work?,top_up_failed,Neutral,Medium,எனது டாப்-அப் ஏன் வேலை செய்யவில்லை?,Enoda top-up yen work aagala?,completed,gemini-3.5-flash
"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",top_up_failed,Neutral,Medium,"வணக்கம், நான் கடந்த ஒரு நாளாக எனது கார்ட்டை டாப்-அப் செய்ய முயற்சித்து வருகிறேன், ஆனால் அது நிராகரிக்கப்படுகிறது, எனக்கு அவசரமாக டாப்-அப் செய்ய வேண்டும்! யாராவது என்னைத் தொடர்புகொண்டு இதைத் தீர்க்க முடியுமா அல்லது எனது கார்ட்டை டாப்-அப் செய்யக்கூடிய வேறு வழிகளை விளக்க முடியுமா?","Hi, naan last oru naala en card-ah top-up panna try pannite iruken aana decline aaguthu, enaku urgent-ah top-up pannanum! Yaarachum contact panni ithai solve panna mudiyuma illa card top-up panna vera ethachum vazhi iruntha solla mudiyuma?",completed,gemini-3.5-flash
Please explain why my top-up didn't go through.,top_up_failed,Neutral,Medium,எனது டாப்-அப் ஏன் வெற்றிபெறவில்லை என்று தயவுசெய்து விளக்குங்கள்.,Enoda top-up yen success aagala nu please explain pannunga.,completed,gemini-3.5-flash
Can you tell me why my credit card was declined while trying to top-up?,top_up_failed,Neutral,Medium,டாப்-அப் செய்ய முயலும்போது எனது கிரெடிட் கார்ட் ஏன் நிராகரிக்கப்பட்டது என்று கூற முடியுமா?,Top-up panna try pannumpothu en credit card yen decline aachu nu solla mudiyuma?,completed,gemini-3.5-flash
I need information explaining why my top-up failed to go through,top_up_failed,Negative,High,எனது டாப்-அப் ஏன் வெற்றிபெறவில்லை என்பதை விளக்கும் தகவல் எனக்குத் தேவை.,Enoda top-up yen fail aachu nu explain panra details enaku venum.,completed,gemini-3.5-flash
"Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",top_up_failed,Negative,Medium,"வணக்கம், எனது கார்ட் மூலம் டாப்-அப் செய்ய முயற்சிக்கும் போது எனக்கு பிரச்சினைகள் ஏற்படுகின்றன. இதற்கு முன்னர் நான் இவ்வாறு செய்யும் போது எந்தவொரு பிரச்சினையையும் எதிர்கொண்டதில்லை. தயவுசெய்து எனக்கு உதவ முடியுமா?","Vanakkam, enoda card moolam top-up seyya muyarchikum pothu enaku prachanaigal varuthu. Idhuku munnadi naan ipdi seiyum pothu entha prachanayum vanthadhilla. Dhayavu seidhu enaku udhava mudiyuma?",completed,gemini-3.5-flash
The top-up did not go through.,top_up_failed,Neutral,Medium,டாப்-அப் வெற்றிபெறவில்லை.,Top-up aagala.,completed,gemini-3.5-flash
"I could not get a top-up to work, why?",top_up_failed,Neutral,Medium,"என்னால் டாப்-அப் செய்ய முடியாமல் உள்ளது, ஏன்?","Ennala top-up seyya mudiyama iruku, yen?",completed,gemini-3.5-flash
I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,top_up_failed,Negative,High,நான் டாப்-அப் செய்ய முயன்றபோது எனது கிரெடிட் கார்ட் ஏன் நிராகரிக்கப்பட்டது என்று எனக்குத் தெரியவில்லை. அது எனது தரப்புப் பிரச்சினையா அல்லது டாப்-அப் செய்யும் முறையில் ஏதேனும் தவறு உள்ளதா?,Naan top-up seyya muyandra pothu enoda credit card yen niragarikapattathu endru enaku theriyala. Adhu enoda tharapu prachanaya illai top-up seiyum murayil edhavathu thavaru iruka?,completed,gemini-3.5-flash
Problems with my top up,top_up_failed,Positive,Medium,எனது டாப்-அப்பில் பிரச்சினைகள் உள்ளன,Enoda top up la prachanaigal iruku,completed,gemini-3.5-flash
why is my top up failing,top_up_failed,Positive,Medium,எனது டாப்-அப் ஏன் தோல்வியடைகிறது?,Enoda top up yen fail aaguthu?,completed,gemini-3.5-flash
"I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please?",top_up_failed,Positive,Medium,"இரண்டு நாட்களுக்கு முன்பு வெற்றிகரமாக டாப்-அப் செய்த பின்னர், இன்று மீண்டும் எனது கார்ட்டை டாப்-அப் செய்ய முயன்றேன். இப்போது அது வேலை செய்யவில்லை போல் தெரிகிறது. தயவுசெய்து இங்கு என்ன பிரச்சினை என்று எனக்குச் சொல்ல முடியுமா?","Rendu naatkaluku munbu vetrigarama top-up seidha pinnar, indru meendum enoda card-ai top-up seyya muyandren. Ippo adhu velai seiyala pola theriyuthu. Dhayavu seidhu ingu enna prachana endru enaku solla mudiyuma?",completed,gemini-3.5-flash
Top up keeps failing,top_up_failed,Positive,Medium,டாப்-அப் தொடர்ந்து தோல்வியடைந்து கொண்டே இருக்கிறது,Top up thodarnthu fail aagite iruku,completed,gemini-3.5-flash
"Hello, I tried to top up with my card, but it didn't work. I just got it a couple days before and it works fine. What's the deal? Can you check into this?",top_up_failed,Positive,Medium,"ஹலோ, நான் எனது கார்ட் மூலம் டாப்-அப் செய்ய முயன்றேன், ஆனால் அது வேலை செய்யவில்லை. இரண்டு நாட்களுக்கு முன்புதான் நான் இதைப் பெற்றேன், அது நன்றாக வேலை செய்கிறது. என்ன பிரச்சினை? இதைச் சரிபார்க்க முடியுமா?","Hello, naan enoda card moolam top up seyya muyandren, aana adhu velai seiyala. Rendu naatkaluku munbu thaan naan idhai petren, adhu nandraga velai seigirathu. Enna prachana? Idhai sari paarka mudiyuma?",completed,gemini-3.5-flash
What was the issue with my topping up?,top_up_failed,Neutral,Medium,எனது டாப்-அப்பில் என்ன பிரச்சினை இருந்தது?,Enoda top-up la enna prachana irundhathu?,completed,gemini-3.5-flash
My topping up didn't go through.,top_up_failed,Neutral,Medium,எனது டாப்-அப் வெற்றிபெறவில்லை.,Enoda top-up aagala.,completed,gemini-3.5-flash
Why would the app deny my top-up?,top_up_failed,Neutral,Medium,செயலி (app) ஏன் எனது டாப்-அப்பை நிராகரிக்கிறது?,App yen enoda top-up-ai niragarikirathu?,completed,gemini-3.5-flash
"I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives?",top_up_failed,Positive,Medium,"எனது கார்ட் தொடர்ந்து நிராகரிக்கப்படுவதால், இன்று நான் அதில் கூடுதல் பணம் சேர்க்க வேண்டும், மேலும் அதை உடனடியாகப் பயன்படுத்த வேண்டும். இதை உங்களால் சரிசெய்ய முடியுமா அல்லது மாற்று வழிகளைக் கூற முடியுமா?","Enoda card thodarnthu niragarikapadavathaal, indru naan adhila kooduthal panam serka vendum, melum adhai udanadiya payanpadutha vendum. Idhai ungalal sari seyya mudiyuma illai maatru vazhigalai koora mudiyuma?",completed,gemini-3.5-flash
